"ARREST_PRECINCT","Year","male","female","felony","misdemeanor","violation","<18","18-24","25-44","45-64","65+","drug_use","larceny","DUI","assault","total_crime"
1,2006,3122,902,666,2804,536,204,737,2154,900,29,82,258,40,195,4024
1,2007,3729,1068,711,3402,643,254,968,2474,1055,46,70,300,237,273,4797
1,2008,3984,1024,764,3692,528,295,1023,2488,1169,33,105,361,167,235,5008
1,2009,4329,1042,728,3801,808,294,1061,2590,1373,53,106,320,58,191,5371
1,2010,4014,936,697,3655,578,239,1001,2327,1327,56,107,316,88,194,4950
1,2011,4349,1234,639,3930,991,324,1425,2536,1252,46,122,368,145,204,5583
1,2012,4291,1188,638,3871,945,320,1392,2535,1146,86,104,295,82,237,5479
1,2013,3769,1009,670,3427,670,229,1103,2232,1138,76,123,446,94,234,4778
1,2014,3751,925,691,3173,792,259,1073,2158,1112,74,134,1045,211,253,4676
1,2015,3353,766,747,2815,523,212,957,2008,899,43,121,1033,69,245,4119
1,2016,2942,845,844,2772,155,174,891,1872,811,39,239,1073,71,292,3787
1,2017,2550,524,747,2164,149,100,714,1607,609,44,191,875,43,279,3074
1,2018,2211,581,754,1976,37,96,558,1454,654,30,67,1206,37,278,2792
1,2019,2227,460,822,1736,113,75,431,1421,725,35,49,896,35,279,2687
1,2020,1165,242,625,743,10,50,339,708,297,13,17,352,16,175,1407
1,2021,1513,240,648,1075,3,39,284,1032,378,20,24,642,20,313,1753
1,2022,1959,294,830,1394,8,51,298,1317,558,29,32,971,24,280,2253
5,2006,4046,1064,1900,2705,414,265,949,2719,1139,36,371,370,30,350,5110
5,2007,4013,1056,1902,2706,348,279,1042,2617,1091,40,412,387,37,399,5069
5,2008,4151,1182,1829,2924,450,316,984,2690,1271,71,420,415,41,360,5333
5,2009,4440,1195,1983,2899,583,338,1135,2677,1398,87,438,484,27,413,5635
5,2010,4786,1253,1874,3379,602,546,1162,2798,1449,84,426,519,40,351,6039
5,2011,4490,1301,1921,3096,622,550,1163,2546,1427,105,398,540,25,377,5791
5,2012,4679,1281,2030,3247,511,434,1188,2669,1562,107,415,499,25,386,5960
5,2013,4923,1198,1859,3540,560,313,1381,2858,1475,94,382,558,30,368,6121
5,2014,4899,1147,2075,3341,472,284,1253,2801,1619,89,476,926,30,357,6046
5,2015,4529,894,1920,2952,412,196,1213,2709,1236,69,467,723,27,399,5423
5,2016,4448,975,2088,2786,137,227,1222,2764,1139,71,542,880,31,453,5423
5,2017,4101,1063,2034,2553,36,137,1077,2794,1076,80,597,871,29,524,5164
5,2018,3733,837,2219,1880,32,114,822,2427,1115,92,305,1073,41,487,4570
5,2019,3390,676,2038,1574,80,109,740,2100,1038,79,216,888,22,514,4066
5,2020,1925,274,1170,703,7,54,322,1352,444,27,67,403,8,291,2199
5,2021,2160,267,1385,808,0,38,410,1307,624,48,113,393,14,332,2427
5,2022,2646,320,1588,1016,2,64,442,1737,644,79,199,514,18,445,2966
6,2006,3321,541,1062,2497,281,212,1101,1948,580,21,1269,189,73,281,3862
6,2007,3901,667,1092,3138,315,248,1265,2225,794,35,1605,209,97,268,4568
6,2008,3672,683,997,2991,350,293,1212,1989,843,18,1396,209,133,267,4355
6,2009,3832,833,1059,3168,415,332,1325,2138,848,22,1320,259,250,286,4665
6,2010,3939,696,974,3217,432,274,1302,2134,894,31,1307,232,213,252,4635
6,2011,3935,708,887,3139,606,222,1476,2072,840,33,1398,214,150,289,4643
6,2012,3584,590,949,2780,424,128,1251,1920,845,30,834,227,288,299,4174
6,2013,3901,598,934,3022,520,172,1091,2230,962,44,766,338,375,351,4499
6,2014,3931,545,896,2828,739,146,1141,2103,1027,59,788,569,227,308,4476
6,2015,3276,523,882,2395,507,154,952,1848,813,32,517,706,155,294,3799
6,2016,2402,449,824,1903,115,129,702,1359,634,27,414,507,145,361,2851
6,2017,2709,485,955,2160,76,117,753,1566,725,33,672,570,95,373,3194
6,2018,2297,425,1071,1616,27,104,476,1329,780,33,443,617,49,348,2722
6,2019,1828,383,908,1285,16,149,347,1115,569,31,335,553,45,306,2211
6,2020,1509,298,911,886,6,98,305,966,422,16,146,403,9,277,1807
6,2021,1195,235,684,740,4,41,197,847,323,22,166,316,7,256,1430
6,2022,1643,242,870,1004,5,56,250,1102,451,26,174,523,6,350,1885
7,2006,2641,447,883,2095,96,257,754,1542,503,30,791,111,39,358,3088
7,2007,2964,632,1066,2393,88,306,930,1765,561,33,907,101,103,434,3596
7,2008,2579,537,838,2151,103,277,780,1533,498,28,794,157,71,376,3116
7,2009,2902,553,859,2417,169,298,883,1731,515,28,988,135,62,379,3455
7,2010,3071,549,715,2662,230,295,951,1716,635,23,1013,119,122,353,3620
7,2011,3324,593,719,2917,254,207,1037,1824,795,54,930,165,180,391,3917
7,2012,3506,618,830,2923,354,295,1048,1898,823,60,767,121,100,422,4124
7,2013,3235,583,871,2669,271,289,1018,1763,708,40,691,142,113,416,3818
7,2014,2861,507,830,2372,157,281,868,1585,587,47,560,224,86,403,3368
7,2015,2747,558,714,2390,188,249,923,1515,589,29,618,242,56,431,3305
7,2016,2358,513,758,2076,31,138,849,1446,417,21,638,284,37,507,2871
7,2017,2208,505,727,1961,19,126,758,1427,374,28,616,260,30,470,2713
7,2018,1846,465,709,1559,34,88,504,1256,434,29,309,247,32,461,2311
7,2019,1704,384,705,1360,14,89,442,1151,374,32,109,267,24,474,2088
7,2020,1038,229,521,739,3,38,199,803,208,19,59,228,12,308,1267
7,2021,1325,297,611,997,3,43,242,982,332,23,69,374,16,365,1622
7,2022,1665,387,798,1235,3,56,295,1257,421,23,103,562,21,485,2052
9,2006,3571,581,1328,2516,292,327,1009,2038,744,34,859,145,36,443,4152
9,2007,3539,654,1142,2779,256,364,1166,1851,770,41,856,209,28,447,4193
9,2008,3598,750,1062,2982,288,403,1300,1870,753,22,836,234,20,420,4348
9,2009,3685,700,1214,2727,433,379,1194,1927,852,33,786,235,36,422,4385
9,2010,3813,729,1081,3196,255,289,1330,2030,868,25,1034,220,91,492,4542
9,2011,3626,738,921,3145,288,284,1217,1966,857,40,1095,203,28,415,4364
9,2012,3728,639,1041,2956,363,254,1274,1953,835,51,1128,197,37,445,4367
9,2013,3399,638,1018,2703,308,230,1074,1868,827,38,965,245,33,435,4037
9,2014,3380,546,932,2638,350,163,1052,1866,806,39,861,456,31,431,3926
9,2015,3247,615,921,2638,296,191,1131,1795,718,27,903,548,18,420,3862
9,2016,2869,582,1056,2323,57,149,860,1765,647,30,811,461,17,507,3451
9,2017,2385,503,914,1949,17,103,741,1473,534,37,706,400,13,447,2888
9,2018,1862,448,792,1500,10,49,476,1219,537,29,430,387,15,405,2310
9,2019,1549,354,751,1130,16,96,361,1039,382,25,238,378,7,415,1903
9,2020,1050,227,619,649,3,64,233,726,235,19,123,203,6,309,1277
9,2021,1340,332,699,967,2,45,278,962,369,18,143,291,7,410,1672
9,2022,1741,339,869,1200,3,55,321,1178,496,30,90,635,8,446,2080
10,2006,3279,491,1158,2254,175,123,991,2103,539,14,944,125,140,344,3770
10,2007,2835,386,1150,1761,189,119,799,1814,478,11,676,130,172,374,3221
10,2008,3225,486,1143,2143,279,102,941,2021,620,27,661,173,231,367,3711
10,2009,3047,445,971,2136,259,115,813,1916,622,26,665,131,214,306,3492
10,2010,2737,397,807,1966,207,106,723,1654,625,26,523,139,185,295,3134
10,2011,2666,406,650,2042,215,130,730,1521,672,19,633,147,133,217,3072
10,2012,2510,385,600,1972,216,81,698,1401,691,24,583,132,116,226,2895
10,2013,3158,476,757,2397,335,119,770,1790,924,31,568,198,124,280,3634
10,2014,2680,427,666,2073,213,72,785,1496,725,29,568,327,89,295,3107
10,2015,2646,445,680,2039,159,92,707,1617,657,18,528,275,122,331,3091
10,2016,2458,451,744,1952,55,108,724,1470,577,30,479,311,153,344,2909
10,2017,2002,391,543,1698,17,79,548,1278,468,20,290,235,163,311,2393
10,2018,1658,296,565,1259,10,48,364,1130,391,21,203,291,193,270,1954
10,2019,1569,321,628,1034,101,59,320,1097,390,24,129,297,129,257,1890
10,2020,1009,166,450,540,2,40,163,748,210,14,63,153,30,190,1175
10,2021,1288,208,620,649,2,42,210,985,234,25,67,203,7,312,1496
10,2022,1363,237,683,743,2,47,273,941,323,16,137,201,13,358,1600
13,2006,3190,618,1170,2115,505,228,930,1860,745,44,388,247,43,380,3808
13,2007,3476,702,1159,2530,458,202,996,2084,859,35,421,237,63,405,4178
13,2008,3530,695,1078,2674,457,231,1059,1973,935,27,377,331,50,352,4225
13,2009,3871,754,976,3111,530,237,978,2100,1224,86,430,287,59,375,4625
13,2010,4186,750,956,3402,572,272,1094,2140,1359,71,663,292,63,360,4936
13,2011,5066,940,991,4212,792,330,1518,2448,1599,111,890,314,58,410,6006
13,2012,4721,907,1017,4039,561,301,1595,2321,1349,62,628,314,76,388,5628
13,2013,4883,879,1070,3930,751,243,1397,2566,1458,98,701,502,74,400,5762
13,2014,4798,843,1082,3669,884,294,1319,2492,1463,73,634,909,41,441,5641
13,2015,5120,817,1071,3953,898,266,1365,2690,1527,89,578,1038,30,509,5937
13,2016,3865,691,884,3444,208,170,990,2198,1138,60,518,975,44,419,4556
13,2017,3358,602,771,3135,39,173,896,1893,943,55,377,892,33,445,3960
13,2018,2671,531,909,2235,37,169,541,1592,845,55,337,952,34,438,3202
13,2019,2308,496,871,1886,37,201,491,1364,694,54,196,916,33,472,2804
13,2020,1440,311,839,902,3,136,305,913,365,32,54,445,7,406,1751
13,2021,1692,347,825,1198,3,62,280,1173,485,39,61,620,12,493,2039
13,2022,2155,376,1129,1386,8,116,341,1383,634,57,89,784,18,554,2531
14,2006,11094,2734,2673,9543,1537,858,3272,6833,2737,127,1089,874,67,639,13828
14,2007,11432,3087,2447,10436,1542,1009,3617,6673,3120,99,1033,949,89,683,14519
14,2008,10833,3247,2070,9807,2123,1114,3677,6115,3084,89,705,1043,75,619,14080
14,2009,11593,3411,2054,10033,2800,1180,3712,6433,3523,156,733,1174,90,572,15004
14,2010,12131,3228,2012,10352,2923,957,4069,6590,3600,143,830,1094,101,612,15359
14,2011,10449,3233,1871,9670,2096,700,3361,6122,3390,109,949,1070,80,563,13682
14,2012,10406,2922,1594,9355,2332,574,3427,5839,3357,131,1151,696,90,593,13328
14,2013,11401,2976,1879,9822,2630,527,3630,6332,3741,147,1112,1397,64,613,14377
14,2014,11924,2949,2049,10054,2747,572,3720,6777,3668,136,1126,3474,55,577,14873
14,2015,10337,2562,2108,8397,2371,644,3304,5809,3030,112,988,3400,41,551,12899
14,2016,9057,2115,2235,8220,701,483,2763,5216,2579,131,1248,2952,39,595,11172
14,2017,7810,1845,2085,7295,256,416,2233,4594,2296,116,1133,2562,37,565,9655
14,2018,6610,1487,2134,5770,167,272,1413,4147,2158,107,1132,2694,27,630,8097
14,2019,4896,1155,1686,4121,223,190,964,3009,1763,125,681,2298,36,548,6051
14,2020,2505,542,1181,1837,10,50,563,1611,782,41,276,1007,6,439,3047
14,2021,3969,793,1953,2775,15,65,608,2691,1309,89,700,1285,12,840,4762
14,2022,5094,932,2586,3384,33,92,754,3457,1619,104,807,1757,9,924,6026
17,2006,1644,301,417,1234,279,43,383,1050,442,27,93,93,87,177,1945
17,2007,1789,330,406,1376,281,48,403,1185,460,22,76,129,135,222,2119
17,2008,1505,311,426,1062,309,56,372,925,442,21,72,162,96,212,1816
17,2009,1555,311,391,1156,296,39,420,953,435,19,66,129,54,195,1866
17,2010,1627,272,384,1261,234,41,424,982,432,20,97,128,41,218,1899
17,2011,1688,311,389,1323,211,57,445,1000,474,23,132,128,34,215,1999
17,2012,1748,319,391,1386,218,64,484,986,513,20,189,123,44,256,2067
17,2013,1751,341,351,1493,209,35,466,1049,520,22,167,174,61,172,2092
17,2014,1558,411,339,1366,199,41,481,985,432,30,112,249,80,181,1969
17,2015,1217,291,337,923,183,31,338,744,364,31,104,233,31,150,1508
17,2016,1259,283,299,1130,83,43,292,793,379,35,156,248,21,186,1542
17,2017,1405,294,361,1272,57,39,314,884,399,63,161,357,24,204,1699
17,2018,1237,254,450,1016,20,40,296,762,368,25,96,462,25,214,1491
17,2019,1059,252,496,764,46,58,216,699,304,34,56,448,16,213,1311
17,2020,747,122,369,497,0,49,130,482,198,10,10,342,16,129,869
17,2021,773,166,379,551,2,13,121,540,239,26,7,258,3,214,939
17,2022,740,169,354,548,2,17,118,507,246,21,7,262,7,242,909
18,2006,3590,981,1111,3128,309,226,1109,2286,909,39,478,417,73,382,4571
18,2007,3913,923,1174,2915,708,256,1177,2422,945,35,599,440,104,393,4836
18,2008,3884,940,1152,3028,600,292,1242,2265,971,53,542,492,74,420,4824
18,2009,4380,975,1139,3333,837,295,1415,2457,1140,48,797,459,77,345,5355
18,2010,4426,1113,1001,3710,800,302,1425,2538,1229,45,896,423,72,391,5539
18,2011,4599,1088,915,3820,930,325,1495,2470,1338,59,934,449,54,392,5687
18,2012,4259,1019,1008,3481,761,222,1418,2377,1202,59,659,430,57,408,5278
18,2013,4649,970,1206,3476,920,292,1401,2582,1274,70,564,645,48,484,5619
18,2014,5123,1108,1372,3743,1093,284,1645,2828,1403,71,443,1431,49,442,6231
18,2015,4363,993,1322,3207,817,215,1379,2527,1148,87,507,1345,41,446,5356
18,2016,3863,919,1365,3250,155,215,1227,2369,910,61,602,1347,44,511,4782
18,2017,4000,937,1459,3296,164,231,1080,2460,1079,87,675,1529,43,456,4937
18,2018,3074,809,1404,2368,93,163,877,1935,854,54,288,1444,43,580,3883
18,2019,2444,664,1288,1648,151,160,664,1549,669,66,104,1279,27,465,3108
18,2020,1551,345,934,919,34,76,387,1011,398,24,39,651,20,280,1896
18,2021,2007,414,1115,1281,7,50,376,1416,544,35,59,1022,11,429,2421
18,2022,2303,607,1364,1510,19,111,501,1606,647,45,49,1426,14,455,2910
19,2006,2965,823,902,2757,107,244,830,1979,702,31,169,315,72,329,3788
19,2007,2955,743,946,2559,130,243,864,1829,719,43,175,365,178,297,3698
19,2008,2521,841,924,2305,102,209,800,1608,703,42,174,408,227,266,3362
19,2009,2441,896,1001,2203,122,263,770,1569,701,34,149,476,79,261,3337
19,2010,2334,848,866,2131,166,289,687,1519,639,48,123,403,66,301,3182
19,2011,2487,678,738,2274,141,241,681,1475,738,30,172,389,99,306,3165
19,2012,2659,751,884,2354,158,228,844,1529,773,36,180,411,149,343,3410
19,2013,2497,657,828,2184,123,178,680,1545,688,63,134,519,181,290,3154
19,2014,2330,624,768,2068,104,130,540,1378,823,83,70,847,219,293,2954
19,2015,2245,585,790,1905,119,147,594,1419,629,41,51,893,130,299,2830
19,2016,2223,682,839,2017,34,174,620,1375,672,64,57,1050,53,287,2905
19,2017,2281,579,801,2035,10,163,575,1355,708,59,101,870,46,344,2860
19,2018,1828,524,831,1488,21,180,386,1144,605,37,64,943,26,346,2352
19,2019,1906,562,928,1488,50,195,369,1210,626,68,31,1168,20,362,2468
19,2020,1234,256,718,763,3,83,175,791,420,21,9,599,9,259,1490
19,2021,1269,280,664,873,2,61,195,820,445,28,8,629,16,305,1549
19,2022,1830,366,846,1341,2,63,205,1249,651,28,17,1135,17,343,2196
20,2006,1814,350,525,1524,99,256,441,1029,415,23,159,175,89,273,2164
20,2007,1985,415,544,1701,95,201,414,1196,557,32,255,176,78,317,2400
20,2008,1896,453,588,1648,104,251,512,1002,551,32,152,221,67,279,2349
20,2009,2041,493,645,1738,134,230,572,1055,647,30,218,301,64,263,2534
20,2010,1843,431,550,1575,133,227,514,956,541,36,172,268,46,301,2274
20,2011,1739,455,365,1609,210,217,517,924,500,36,188,230,49,266,2194
20,2012,1582,448,360,1502,161,170,512,850,473,25,119,245,63,239,2030
20,2013,1671,438,355,1586,161,126,463,938,529,53,94,324,46,206,2109
20,2014,1805,444,402,1708,136,138,488,1016,564,43,74,573,60,248,2249
20,2015,1480,396,373,1402,98,137,390,860,456,33,100,532,67,191,1876
20,2016,1481,322,358,1380,60,112,429,786,448,28,92,481,60,190,1803
20,2017,1556,333,300,1538,45,101,389,909,466,24,212,494,69,173,1889
20,2018,1288,334,411,1203,3,76,280,803,433,30,70,677,40,232,1622
20,2019,1185,254,374,1018,45,58,202,695,448,36,24,640,41,217,1439
20,2020,663,85,317,425,3,18,116,370,233,11,48,281,4,108,748
20,2021,848,151,382,614,1,34,131,483,333,18,20,400,8,189,999
20,2022,956,186,488,648,1,41,152,604,310,35,12,395,10,241,1142
22,2006,609,33,57,576,9,28,92,373,145,4,106,23,3,25,642
22,2007,637,42,66,552,45,58,168,293,154,6,132,9,2,25,679
22,2008,612,42,64,552,33,42,154,305,149,4,131,12,3,27,654
22,2009,555,56,63,522,18,35,155,290,124,7,113,5,5,34,611
22,2010,690,67,73,657,25,43,184,311,210,9,187,24,2,22,757
22,2011,607,75,49,607,25,67,181,279,143,12,147,67,5,31,682
22,2012,549,37,31,542,13,34,180,240,123,9,138,21,0,22,586
22,2013,430,33,54,396,12,35,133,179,105,11,103,25,2,13,463
22,2014,371,23,42,342,9,22,98,176,95,3,61,14,3,27,394
22,2015,376,43,57,352,9,24,93,170,122,10,112,14,1,22,419
22,2016,194,28,39,177,6,15,47,113,40,7,28,17,0,27,222
22,2017,184,16,33,163,4,21,38,91,48,2,11,15,1,25,200
22,2018,129,8,52,84,1,30,29,52,25,1,22,28,2,26,137
22,2019,77,11,26,61,1,9,10,44,25,0,12,18,1,22,88
22,2020,43,7,27,22,0,1,14,28,5,2,0,17,0,18,50
22,2021,43,7,24,25,0,6,8,21,13,2,1,8,1,14,50
22,2022,74,9,45,36,2,10,21,42,8,2,1,3,1,21,83
23,2006,5292,925,1482,4015,699,518,1485,2940,1218,52,1621,125,43,653,6217
23,2007,5177,869,1556,4006,445,560,1508,2674,1256,47,1655,138,44,625,6046
23,2008,5020,940,1719,3819,402,728,1551,2461,1172,48,1598,149,42,679,5960
23,2009,5408,941,1356,4402,575,678,1695,2587,1325,64,1521,170,40,646,6349
23,2010,5300,858,1255,4245,641,639,1700,2398,1356,65,1533,157,64,631,6158
23,2011,5290,951,1226,4371,632,706,1862,2428,1197,48,1659,131,62,684,6241
23,2012,4825,871,1221,3912,556,556,1595,2209,1286,50,1471,130,53,720,5696
23,2013,4812,888,1122,3977,581,427,1532,2364,1310,67,1012,160,66,753,5700
23,2014,4620,882,1079,3862,549,323,1456,2345,1321,57,1057,273,80,675,5502
23,2015,4336,805,1142,3533,457,320,1265,2347,1156,53,1239,231,45,732,5141
23,2016,3958,818,1195,3500,67,293,1233,2224,987,39,1152,360,32,749,4776
23,2017,3431,785,1063,3126,17,260,1107,2056,758,35,1170,331,24,738,4216
23,2018,2644,704,1058,2262,12,227,713,1700,676,32,428,437,25,729,3348
23,2019,2281,539,1054,1746,10,191,529,1582,483,35,240,330,25,686,2820
23,2020,1564,374,859,1069,4,85,411,1022,392,28,142,195,11,599,1938
23,2021,1508,357,859,980,3,80,369,1107,291,18,94,168,18,614,1865
23,2022,1608,405,960,1039,1,85,357,1237,317,17,95,172,20,651,2013
24,2006,2507,431,856,1882,191,302,603,1312,700,20,764,118,41,345,2938
24,2007,3114,516,955,2356,284,331,701,1560,999,38,922,178,70,325,3630
24,2008,2807,561,836,2201,316,296,687,1424,916,45,689,171,58,369,3368
24,2009,2800,571,797,2143,417,311,750,1381,884,45,662,179,73,392,3371
24,2010,2661,485,668,2024,447,246,789,1261,817,33,532,190,51,326,3146
24,2011,2452,444,662,1842,378,281,751,1057,757,50,558,189,29,354,2896
24,2012,2663,531,764,2146,276,228,839,1215,850,62,626,200,31,360,3194
24,2013,2398,576,684,2003,276,175,697,1223,829,50,508,237,43,397,2974
24,2014,2367,476,596,1896,339,192,628,1169,797,57,450,394,51,340,2843
24,2015,2261,469,625,1707,384,172,653,1206,659,40,407,462,76,293,2730
24,2016,1958,413,560,1709,96,151,506,1078,603,33,447,429,67,313,2371
24,2017,1818,367,555,1599,25,117,488,1072,479,29,307,452,70,299,2185
24,2018,1441,362,568,1213,11,76,294,935,463,35,122,538,43,306,1803
24,2019,1136,271,507,885,12,85,234,691,365,32,63,345,40,312,1407
24,2020,1016,217,493,732,3,34,156,689,334,20,66,269,20,329,1233
24,2021,1254,252,540,958,1,43,280,784,370,29,52,327,9,360,1506
24,2022,1439,313,635,1105,8,56,188,1009,455,44,61,513,25,393,1752
25,2006,6815,983,2062,5452,254,384,1457,4287,1620,48,2250,185,135,595,7798
25,2007,7956,1101,2317,6238,430,443,1751,4626,2173,64,2546,399,170,639,9057
25,2008,7729,1123,2193,6124,497,553,1704,4418,2121,55,2637,456,159,617,8852
25,2009,7614,1171,1913,6289,540,471,1692,4324,2209,89,2429,523,198,597,8785
25,2010,8732,1228,2072,7097,765,540,2053,4641,2626,100,3034,412,163,693,9960
25,2011,7667,1273,1835,6469,615,452,1809,4004,2592,83,2995,355,132,678,8940
25,2012,8076,1316,1730,6955,691,467,1953,4243,2624,105,3333,270,143,710,9392
25,2013,8575,1247,1940,6898,943,363,1895,4682,2764,118,2963,359,113,749,9822
25,2014,8281,1408,1881,6795,989,367,1854,4787,2584,97,2938,647,89,801,9689
25,2015,6464,943,1733,4897,759,313,1519,3653,1863,59,1935,475,59,646,7407
25,2016,5642,1014,1657,4823,158,283,1504,3258,1548,63,1934,465,78,650,6656
25,2017,5434,1030,1627,4771,53,294,1400,3307,1411,52,1933,465,51,834,6464
25,2018,4456,900,1668,3636,39,166,970,2975,1180,65,1260,481,49,856,5356
25,2019,3877,816,1359,3299,21,143,719,2647,1129,55,1371,592,52,759,4693
25,2020,2396,393,958,1797,17,67,413,1560,720,29,901,176,34,486,2789
25,2021,2472,439,989,1908,2,57,500,1709,606,39,740,195,28,559,2911
25,2022,2581,474,1160,1872,5,98,416,1627,844,70,645,322,43,713,3055
26,2006,2415,360,672,1909,180,255,666,1353,479,18,557,90,38,245,2775
26,2007,2532,393,634,1946,291,277,708,1354,564,21,436,104,58,255,2925
26,2008,2773,449,700,2135,375,310,735,1442,707,28,514,165,64,255,3222
26,2009,2831,462,649,2170,452,326,830,1437,677,23,523,143,61,282,3293
26,2010,2910,489,635,2359,397,342,938,1321,775,23,549,116,48,318,3399
26,2011,2823,501,528,2364,420,328,1038,1300,638,20,563,119,37,313,3324
26,2012,3011,563,556,2569,440,363,1108,1397,686,20,667,111,43,316,3574
26,2013,3063,547,565,2445,589,296,1082,1534,661,37,525,128,55,314,3610
26,2014,2305,384,574,1743,364,242,774,1169,490,14,292,170,50,281,2689
26,2015,2093,360,573,1590,284,196,606,1098,538,15,365,183,52,204,2453
26,2016,1813,361,536,1592,42,126,605,1022,406,15,328,200,68,222,2174
26,2017,1680,291,488,1451,27,107,518,989,336,21,273,234,54,247,1971
26,2018,1458,320,638,1127,7,87,352,919,397,23,155,363,51,264,1778
26,2019,1303,302,648,931,18,144,333,821,300,7,92,373,30,277,1605
26,2020,841,175,450,560,2,70,237,511,187,11,63,181,20,205,1016
26,2021,848,157,442,556,0,45,177,592,177,14,46,140,10,264,1005
26,2022,828,204,482,545,2,54,196,566,189,27,32,125,10,254,1032
27,2007,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
28,2006,5000,873,1443,4004,410,375,1227,2813,1396,61,2070,136,15,432,5873
28,2007,4982,953,1587,3942,368,437,1120,2656,1661,61,1967,121,30,392,5935
28,2008,4852,1051,1733,3853,303,406,1157,2617,1660,63,2003,153,35,457,5903
28,2009,5672,1303,1631,4889,440,478,1410,3047,1961,79,2177,180,34,545,6975
28,2010,4897,1272,1467,4362,328,438,1221,2541,1892,77,2047,188,21,510,6169
28,2011,4567,1175,1171,4194,367,409,1197,2344,1739,53,1701,181,23,520,5742
28,2012,4834,1143,1101,4477,387,349,1327,2370,1845,86,1697,130,30,509,5977
28,2013,4750,1141,1204,4247,430,248,1109,2305,2122,107,1888,321,31,466,5891
28,2014,4382,1039,1149,3967,295,258,1026,2084,1947,106,1565,673,32,461,5421
28,2015,3409,836,988,3050,203,213,807,1780,1389,56,1021,555,25,434,4245
28,2016,3378,788,1189,2934,36,146,718,1868,1391,43,1308,469,20,521,4166
28,2017,2555,671,897,2304,16,89,523,1570,1015,29,938,555,30,425,3226
28,2018,1804,516,772,1528,11,76,348,1142,715,39,412,566,20,357,2320
28,2019,1620,489,711,1378,13,99,305,1018,642,45,344,442,26,414,2109
28,2020,1178,251,562,842,8,31,212,782,381,23,246,220,10,311,1429
28,2021,1558,365,776,1127,8,46,231,994,615,37,377,353,21,400,1923
28,2022,2109,389,1100,1389,1,56,333,1271,788,50,508,483,10,416,2498
30,2006,3931,564,1474,2827,173,378,1170,2196,716,35,1572,94,51,509,4495
30,2007,4804,673,1741,3362,298,344,1434,2648,1008,43,2093,105,45,575,5477
30,2008,3958,716,1370,3028,261,398,1204,2102,930,40,1652,144,94,483,4674
30,2009,4772,751,1315,3836,345,419,1502,2571,993,38,1916,95,95,536,5523
30,2010,3866,632,1151,3090,242,369,1390,1970,741,28,1536,107,95,558,4498
30,2011,3829,685,1010,3234,258,395,1368,1922,784,45,1597,126,62,596,4514
30,2012,3830,676,850,3358,285,355,1382,1947,797,25,1407,120,88,601,4506
30,2013,4104,695,991,3314,476,274,1357,2110,988,70,1303,134,93,568,4799
30,2014,3477,655,779,2954,381,256,1077,1881,880,38,944,141,98,588,4132
30,2015,3160,549,798,2606,296,251,984,1696,740,38,948,164,72,497,3709
30,2016,2772,482,808,2384,54,163,987,1518,551,35,1033,160,64,434,3254
30,2017,1659,338,579,1402,12,108,470,1010,392,17,226,166,48,308,1997
30,2018,1348,283,538,1071,7,71,365,869,312,14,133,154,56,385,1631
30,2019,1231,285,530,970,9,114,273,796,315,18,111,182,53,412,1516
30,2020,823,195,467,547,1,64,177,539,216,22,99,102,17,298,1018
30,2021,1210,263,575,890,0,26,259,821,337,30,171,192,30,369,1473
30,2022,1490,351,778,1042,6,69,329,995,421,27,209,291,37,453,1841
32,2006,5013,1106,2014,3795,285,490,1518,2830,1210,65,1950,146,41,735,6119
32,2007,5090,1137,1752,3994,391,498,1412,2877,1360,79,1858,167,55,730,6227
32,2008,6127,1286,1931,4870,574,666,1842,3188,1617,98,2422,180,77,900,7413
32,2009,5992,1235,1644,4689,867,689,1938,2902,1615,83,2178,185,47,829,7227
32,2010,5661,1169,1483,4606,720,744,1879,2590,1519,98,1939,191,49,915,6830
32,2011,5512,1311,1415,4530,847,564,1780,2744,1629,106,1809,169,34,847,6823
32,2012,4965,1137,1129,4420,534,525,1585,2400,1494,98,1316,205,37,793,6102
32,2013,4556,1024,1173,3893,499,412,1426,2390,1285,67,1161,190,50,797,5580
32,2014,4325,990,1092,3806,405,391,1257,2362,1237,68,1149,307,42,831,5315
32,2015,4090,1006,1207,3547,316,351,1225,2279,1158,83,1139,318,30,871,5096
32,2016,4216,971,1414,3695,59,303,1187,2464,1171,62,1354,272,42,793,5187
32,2017,3102,757,1313,2534,3,169,938,1940,757,55,727,272,43,732,3859
32,2018,2475,655,1085,2014,8,177,647,1578,691,37,362,260,64,749,3130
32,2019,2374,605,1089,1847,24,217,635,1554,535,38,304,272,45,745,2979
32,2020,1448,404,803,1035,2,90,361,1017,358,26,165,166,28,608,1852
32,2021,1880,472,1070,1269,5,75,461,1271,495,50,203,140,23,770,2352
32,2022,1820,488,1228,1059,7,109,443,1279,446,31,161,119,14,790,2308
33,2006,5131,531,1589,3888,154,447,1897,2619,673,25,2418,134,96,523,5662
33,2007,6102,638,1647,4767,279,624,2449,2892,741,34,3167,132,90,535,6740
33,2008,6040,803,1686,4858,272,567,2263,3072,901,38,3156,147,100,510,6843
33,2009,5814,724,1548,4530,408,556,2066,2921,953,42,2771,137,134,559,6538
33,2010,5372,705,1234,4497,320,471,1909,2743,918,36,2342,134,114,527,6077
33,2011,5020,684,1075,4258,345,417,1808,2486,944,49,2113,168,66,504,5704
